Address,Price,Description,Place,Beds,Bath,Sq.Ft,Website
215 13 Ave SW #1202,330000,CA  AB T2R 0V6,Beltline,1,1,588,Century 21 Bravo Realty
777 3 Ave SW #207,399900,CA  AB T2P 0G8,Downtown Commercial Core,2,2,842,Royal Lepage Benchmark
587 Taralake Way NE,999999,CA  AB T3J 0J1,Taradale,7,4,2231,Prep Realty
41 6A St NE #102,335000,CA  AB T2E 3W6,Bridgeland/Riverside,1,1,772,RE/MAX House Of Real Estate
72 Copperstone Gate SE,629900,CA  AB T2Z4V4,Copperfield,4,3,1653,Coldwell Banker Mountain Central
816 89 Ave SW #118,190000,CA  AB T2V 4N8,Haysboro,1,1,709,RE/MAX Realty Professionals
608 Sifton Blvd SW,999900,CA  AB T2T 2K7,Elbow Park,3,2,1349,RE/MAX Real Estate (Central)
24 Lincoln Manor SW,650000,CA  AB T3E 7E3,Lincoln Park,2,2.5,1046,Listed by Afaf Jomaa
6020 Temple Dr NE #30,299000,CA  AB T1Y 4R5,Temple,2,1,993,First Place Realty
135 13 Ave SW #1110,349900,CA  AB T2R 0B7,Beltline,1,1,683,Greater Property Group
3406 Richmond Rd SW #1,609900,CA  AB T3E4N6,Killarney/Glengarry,3,3.5,1109,Bode Platform Inc.
9091 Scurfield Dr NW,709800,CA  AB T3L 1L3,Scenic Acres,4,3,1322,Cir Realty
424 Walden Circle SE,420000,CA  AB T2X 0Y4,The Edison,2,2.5,1306,Cir Realty
2313 Osborne Crescent SW,709900,CA  AB T2T 0Y7,Richmond,4,2,1063,Exp Realty
59 Bel-Aire Place SW,3950000,CA  AB T2V2C3,Bel-Aire,4,4.5,4420,Exp Realty
60 Panatella St NW #4203,287500,CA  AB T3K 0M4,Panorama Hills,2,2,951,Jessica Chan Real Estate & Management Inc.
2113 20 Ave SW,995000,CA  AB T2T 0M3,Richmond,3,3.5,1889,RE/MAX Landan Real Estate
148 Cranbrook Gardens SE,799000,CA  AB T3M 3Y7,Cranston,3,2.5,1886,Exp Realty
1501 6 St SW #102,469000,CA  AB T2R 0Z7,Beltline,2,1.5,1054,Boutique Properties Inc.
4944 Dalton Dr NW #1714,222000,CA  AB T3A 2E6,Dalhousie,2,1,698,First Place Realty
811 Sage Hill Grove NW,515000,CA  AB T3R 2A2,Sage Hill,3,3.5,1435,Greater CA Real Estate
68 Bennett Crescent NW,925000,CA  AB T2L 1R1,Brentwood,4,3,1131,Greater Property Group
504 Saddlecrest Blvd NE,589900,CA  AB T3J 5M6,Saddle Ridge,4,3.5,1346,Royal Lepage Metro
290 Diamond Dr SE,1000000,CA  AB T2J 7E2,Diamond Cove,5,3.5,2422,Listed by Kathy Thirsk
220 Red Embers Way NE,399900,CA  AB T3N 1E9,Redstone,2,2.5,1088,The Real Estate Company
44 Hardisty Place SW,599900,CA  AB T2Y 3B3,Haysboro,4,3,1038,Century 21 Bamber Realty Ltd.
16 Hong Kong Rd SW,1598000,CA  AB T3E 7T9,Currie Barracks,6,3.5,4049,Coldwell Banker Complete Real Estate
48 Lynndale Crescent SE,469900,CA  AB T2C 0T7,Ogden,5,1,948,The Real Estate Company
2200 Marda Link SW #330,675000,CA  AB T2T 6C7,Garrison Woods,3,2,1923,RE/MAX Real Estate (Central)
95 Skyview Close NE #514,460000,CA  AB T3N 1X2,Skyview Ranch,3,3,1261,Five Star Realty
450 Kincora Glen Rd NW #3309,369900,CA  AB T3R 1S2,Kincora,2,2,885,Royal Lepage Benchmark
21 Auburn Crest Green SE,619000,CA  AB T3Z 0Z3,Auburn Bay,3,2.5,1060,Sotheby's International Realty Canada
2832 42 St SW,1080000,CA  AB T3E 3M1,Glenbrook,4,3.5,2190,Stratten Gates Real Estate Ltd.
612 Greenbriar Common NW,618000,CA  AB T3B 6J2,Greenwood/Greenbriar,4,3.5,1532,Sotheby's International Realty Canada
2134 Kensington Rd NW #208,389800,CA  AB T2N 3R7,West Hillhurst,2,2,1277,Exp Realty
656 Skyview Ranch Grove NE,387000,CA  AB T3N 0R8,Skyview Ranch,3,2.5,1117,Prep Realty
888 4 Ave SW #1403,574500,CA  AB T2P 0V2,Downtown Commercial Core,2,2,1076,Real Broker
315 3 St SE #207,350000,CA  AB T2G0S3,Downtown East Village,2,2,845,Synterra Realty
2416 58 Ave SW,1110000,CA  AB T3Z 3T1,North Glenmore Park,4,3,1337,Cir Realty
2520 Palliser Dr SW #1603,247500,CA  AB T2V4S9,Palace Oaks,2,1,983,Exp Realty
735 2 Ave SW #902,520000,CA  AB T2P 0E4,Eau Claire,2,2,1267,Royal Lepage Benchmark
2421 15 Ave SW,1145000,CA  AB T3C 0Y5,Scarboro/Sunalta West,3,2,1679,Cir Realty
316 Pinewind Close NE,570000,CA  AB T1Y 2H6,Pineridge,4,3,1371,Cir Realty
209 32 Ave NE,760000,CA  AB T2E 2G8,Tuxedo Park,4,3.5,2249,Listed by Justin Havre
57 Crestridge View SW,1980000,CA  AB T2B 0M1,Crestmont,5,3.5,3958,Exp Realty
1739 Broadview Rd NW,949000,CA  AB T2N 3H4,Hillhurst,4,3.5,2050,RE/MAX House Of Real Estate
1103 Lake Huron Crescent SE,700000,CA  AB T2J 3E8,Bonavista Downs,6,2.5,1190,Real Broker
1203 Montreal Ave SW,1050000,CA  AB T2T 0Z6,Upper Mount Royal,3,1,1146,Real Estate Professionals Inc.
222 Riverfront Ave SW #1025,464900,CA  AB T2P 0X2,Eau Claire,2,2,826,RE/MAX Realty Professionals
1213 13 Ave SW #703,324900,CA  AB T3C 0T2,Beltline,2,1,857,RE/MAX Real Estate (Mountain View)
184 Cranbrook Dr SE,1275000,CA  AB T3M 2S7,Cranston,3,2.5,1557,Charles
10940 Bonaventure Dr SE #90,379900,CA  AB T2J5L8,Hearthstone Place,3,2.5,1194,Diamond Realty & Associates Ltd.
73 Treeline Manor SW,850000,CA  AB T2Y 0S3,Alpine Park,3,2.5,2101,RE/MAX House Of Real Estate
321 Nolanfield Way NW,610000,CA  AB T3R 0M1,Nolan Hill,3,3.5,1079,Real Broker
704 Lake Lucerne Dr SE,894900,CA  AB T2J 3C5,Lake Bonavista,4,3,1467,Cir Realty
2411 Erlton Rd SW #201,549900,CA  AB T2S3B9,Erlton,2,2,1371,Engel & Volkers CA
310 12 Ave SW #2508,659900,CA  AB T2R1B5,Beltline,2,2,941,RE/MAX House Of Real Estate
145 Point Dr NW #602,309900,CA  AB T3B 4W1,Point Mckay,2,1.5,969,Listed by Sharon Murphy
436 Cornerstone Passage NE,630000,CA  AB T3N 1G1,Cornerstone,3,2.5,1651,The Real Estate Company
242 Martinbrook Place NE,420000,CA  AB T3J 3E2,Martindale,3,1.5,1056,Exp Realty
804 3 Ave SW #804,379900,CA  AB T2P0G9,Eau Claire,2,2,1092,Real Estate Professionals Inc.
2005 28 Ave SW,1350000,CA  AB T2T 1K4,South CA,3,3.5,2581,Exp Realty
204 Edgebrook Gardens NW,759900,CA  AB T3A 4Z9,Edgemont,5,3.5,2254,RE/MAX House Of Real Estate
284 Cranbrook Gardens SE,830000,CA  AB T3M 3N6,Cranston,3,2.5,2130,Charles
59 22 Ave SW #513,539000,CA  AB T2S3C7,Erlton,2,2,1107,RE/MAX Realty Professionals
102 Skyview Ranch Grove NE,444900,CA  AB T3N 0R6,Skyview Ranch,3,2.5,1117,Exp Realty
1530 26 Ave SW #1,254000,CA  AB T2T 1C5,Bankview,2,1,829,Urban-Realty.Ca
641 Savanna Blvd,499999,CA  AB T3J2K2,Saddle Ridge,4,2.5,1559,Cir Realty
7717&7719 41 Ave NW,880000,CA  AB T3R 1S6,Bowness,10,4,2054,Homecare Realty Ltd.
44 Saddlecrest Park NE,664500,CA  AB T3J5E7,Saddle Ridge,4,3.5,1860,Maxwell Central
211 13 Ave SE #406,399900,CA  AB T2G 1E1,Beltline,2,2,898,Real Estate Professionals Inc.
1140 Taradale Dr #1419,269900,CA  AB T3J 0G1,Taradale,2,2,884,Prep Realty
3707 16 Ave SE #3,179900,CA  AB T2N 0N5,Forest Lawn,4,2,709,RE/MAX Real Estate (Central)
1415 Cornerstone Blvd NE,590000,CA  AB T3N 1R9,Cornerstone,3,3,1430,RE/MAX Complete Realty
85 Legacy Green SE,719900,CA  AB T2X 0X6,Legacy,3,2.5,1270,RE/MAX Realty Professionals
12004 Bonaventure Dr SE,899999,CA  AB T2J2V7,Lake Bonavista,4,3,1655,Listed by Kyle Naugler
625 Lake Simcoe Close SE,859900,CA  AB T2J 5H7,Lake Bonavista,4,2.5,2233,Listed by Jamie Newton
315 24 Ave SW #402,299900,CA  AB T2S 3E7,Mission,1,1,740,Exp Realty
89 Creekstone Path SW,779999,CA  AB T2X4P7,Pine Creek,3,2.5,2316,RE/MAX Complete Realty
188 15 Ave SW #205,300000,CA  AB T2R 1S4,Beltline,1,1,714,Cir Realty
210 15 Ave SE #2707,446800,CA  AB T2G 0B5,Beltline,2,2,1036,Royal Lepage Benchmark
28 Cougar Ridge Link SW,749900,CA  AB T2A 3E4,Cougar Ridge,3,3.5,1901,Grand Realty
11010 Bonaventure Dr SE #1203,289900,CA  AB T2J 3A8,Willow Court Green,2,1,426,Cir Realty
118 Waterfront Ct SW #308,309000,CA  AB T2P 1K8,Chinatown,1,1,516,2% Realty
8535 19 Ave SE #421,505000,CA  AB T2A 7W8,,3,2.5,1428,Exp Realty
44 Deerfield Dr SE,559900,CA  AB T2J 6M1,Deer Ridge,3,2,889,2% Realty
2727 28 Ave SE #101,224900,CA  AB T2B 0L4,Dover,1,1,567,Greater Property Group
1620 70 St SE #3320,199999,CA  AB T2A 7Z2,Applewood Park,1,1,543,Prep Realty
755 Copperpond Blvd SE #4312,299000,CA  AB T2Z 4R2,Copperfield,2,2,770,Real Broker
121 Masters Cape SE,1249000,CA  AB T3M 2B2,Mahogany,3,2.5,2923,Exp Realty
2400 15 St SW #36,239900,CA  AB T2T 5S3,Bankview,2,1,812,Nineteen 88 Real Estate
624 Cranford Walk SE,330000,CA  AB T3M 1R8,Cranston,2,1,861,Cir Realty
852 Prestwick Circle SE,599900,CA  AB T2Z 4E4,Mckenzie Towne,4,3.5,1701,Exp Realty
2417 17 St SW #203,189900,CA  AB T2T 4M9,Bankview,1,1,530,Royal Lepage Benchmark
80 Greenbriar Place NW #3201,339900,CA  AB T3B 5P3,Greenwood/Greenbriar,1,1,497,Real Broker
804 10 St NE,2100000,CA  AB T2E4M9,Renfrew,4,4.5,3346,Royal Lepage Benchmark
1226 Colborne Crescent SW,1595000,CA  AB T2T 5X5,Upper Mount Royal,4,3.5,2573,RE/MAX House Of Real Estate
140 Cranarch Crescent SE,959900,CA  AB T3M 2J2,Cranston,4,3.5,2525,Greater CA Real Estate
210 15 Ave SE #3401,699888,CA  AB T2G 0B5,Beltline,2,2,1220,RE/MAX Irealty Innovations
277 Walgrove Way SE,614900,CA  AB T2X4S1,Walden,4,3.5,1458,Maxwell Central
8604 48 Ave NW #410,179900,CA  AB T3B 5E6,Bowness,1,1,665,Exp Realty
9 Coventry Hills Dr NE,638000,CA  AB T3K5W2,Coventry Hills,3,2.5,1707,Century 21 Bravo Realty
220 Seton Grove SE #2202,459900,CA  AB T3M 3T1,Seton,3,2,1163,Bluepoint Realtors
5 Timberline Way SW,1999000,CA  AB T3H 0W3,Springbank Hill,6,5.5,3776,Homecare Realty Ltd.
300 Meredith Rd NE #1002,389900,CA  AB T2E 7A8,Crescent Heights,2,2,1247,RE/MAX House Of Real Estate
4520 84 Ave NE,1000000,CA  AB T3J 4C4,,5,4,2753,Century 21 Bravo Realty
524 Auburn Bay Circle SE,399000,CA  AB T3M2A2,Auburn Bay,2,2.5,1097,Maxwell Canyon Creek
668 Savanna Blvd NE,599900,CA  AB T3J2J9,Saddle Ridge,4,3.5,1272,Prep Realty
42 Martha's Haven Way NE,979000,CA  AB T3J 4H5,Martindale,6,3.5,2535,Exp Realty
525 22 Ave SW #203,229900,CA  AB T2S 0H5,Cliff Bungalow,1,1,577,Listed by Chase Olsen
756 Walgrove Blvd SE,589900,CA  AB T2X 4P1,Walden,5,3.5,1362,Century 21 Elevate Real Estate
1265 Walden Dr SE,539998,CA  AB T2X 2H4,Walden,3,2.5,1531,Homecare Realty Ltd.
87 Arbour Lake Heights NW,969000,CA  AB T3G 0H3,Arbour Lake,4,4,2293,Century 21 Bravo Realty
730 5 St NE #206,309900,CA  AB T2E 3W8,Renfrew,1,1,643,RE/MAX Realty Professionals
2336 Uxbridge Dr NW,1750000,CA  AB T2N 3Z6,University Heights,6,3.5,2792,Plintz Real Estate
215 14 Ave SW #201,324900,CA  AB T2R0M2,Beltline,2,2,951,Maxwell Capital Realty
12 Mahogany Manor SE,949000,CA  AB T3M 0Y3,Mahogany,6,3.5,2530,Real Estate Professionals Inc.
4000 Citadel Meadow Point NW #205,255000,CA  AB T3G 5N5,Citadel,2,1,848,Century 21 Bravo Realty
2355 Lincoln Dr SW,699900,CA  AB T3E 5G4,North Glenmore Park,5,2,1149,Town Residential
75 Edforth Way NW,778800,CA  AB T3A 3W2,Edgemont,4,3,1480,RE/MAX Real Estate (Central)
2344 23 Ave SW,848711,CA  AB T2T0W2,Richmond,4,3.5,1646,Real Broker
56 Sandarac Way NW,449900,CA  AB T3K 2Y6,Sandstone Valley,5,2,948,The Real Estate Company
111 14 Ave SE #206,279000,CA  AB T2G4Z8,Beltline,2,1,864,Skyrock
1435 5 St NW,1358000,CA  AB T2M3C1,Rosedale,4,1.5,2694,The Real Estate Company
3806 3 St NW,1249900,CA  AB T2K 0Z7,Highland Park,4,3.5,2640,Century 21 Bravo Realty
1915 Mountview Crescent NE,774900,CA  AB T2E 5N4,Winston Heights/Mountview,4,3.5,1440,Real Broker
1997 Sirocco Dr SW #906,399900,CA  AB T3H 3E6,Cactus Ridge,2,2,1193,Homecare Realty Ltd.
51 Waterfront Mews SW #109,329900,CA  AB T2P 0X3,Chinatown,1,1,500,The Real Estate Company
1040 15 Ave SW #312,259000,CA  AB T2R 0S6,Beltline,2,1,767,Royal Lepage Mission Real Estate
323 20 Ave SW #302,349900,CA  AB T2S 0E6,Mission,1,1,581,RE/MAX Real Estate (Mountain View)
1025 5 Ave SW #601,599000,CA  AB T2P 1N4,Downtown West End,2,2,811,RE/MAX Real Estate (Mountain View)
920 5 Ave SW #2702,980000,CA  AB T2P 5P6,Downtown Commercial Core,2,2,1415,Hope Street Real Estate Corp.
933 3 Ave NW #4,299900,CA  AB T2N 0J7,Sunnyside,2,1,743,Century 21 Bravo Realty
328 Cedar Crescent SW #104,284500,CA  AB T3C 2Y8,Spruce Cliff,1,1,784,Real Estate Professionals Inc.
71 Bridleridge Crescent SW,649900,CA  AB T2Y 4E9,Bridlewood,4,3.5,1675,RE/MAX Crown
106 Aspen Stone Terrace SW,1199000,CA  AB T3H 5Z1,Aspen Woods,4,3.5,2680,RE/MAX Irealty Innovations
2023 24 Ave NW,785000,CA  AB T2M 1Z6,Banff Trail,5,3.5,2048,Beck Real Estate Ltd.
119 Skyview Ranch Rd NE,524900,CA  AB T3N 0A5,Skyview Ranch,2,2.5,1110,Prep Realty
1188 3 St SE #3508,399000,CA  AB T2G 1H8,Beltline,1,1,522,RE/MAX Aca Realty
1311 15 Ave SW #304,305000,CA  AB T3C 0X8,Beltline,2,1.5,969,Listed by Janet Thompson
1522 16 Ave SW,725000,CA  AB T3C 0Z8,Sunalta,4,1.5,1521,RE/MAX Real Estate (Central)
540 14 Ave SW #640,295000,CA  AB T2R 0X8,Beltline,2,1.5,1115,RE/MAX Realty Professionals
1605 17 St SE #218,344900,CA  AB T2G 5S8,Inglewood,1,1,488,Exp Realty
1914 Spiller Rd SE,479900,CA  AB T2G 4G4,Ramsay,2,1,684,Grand Realty
1106 Frontenac Ave SW,3700000,CA  AB T2T1B6,Upper Mount Royal,4,4.5,3453,Century 21 Bamber Realty Ltd.
1548 Cornerstone Blvd NE,505000,CA  AB T3N 1H3,Cornerstone,3,2.5,1415,First Place Realty
811 5 St NE #304,350000,CA  AB T2E 3W9,Renfrew,1,1,706,Listed by Justin Havre
1601 19 Ave SW,600000,CA  AB T2T 0J3,Bankview,2,1,864,Cir Realty
41 Legacy Glen St SE,539900,CA  AB T2X 3E2,Legacy,3,2.5,1285,Real Estate Professionals Inc.
1607 19 Ave SW,540000,CA  AB T2T0J3,Bankview,4,3,1483,Cir Realty
201 Nolanhurst Heights NW,849900,CA  AB T3R 1S6,Nolan Hill,4,3.5,2119,Homecare Realty Ltd.
4641 128 Ave NE #1611,249900,CA  AB T3N 1T4,Skyview Ranch,2,1,525,Grassroots Realty Group
14225 1 St NW #505,509900,CA  AB T3P 1Y4,Carrington,4,2.5,1481,Exp Realty
83 Sun Harbour Way SE,694000,CA  AB T2X 3G7,Sundance,5,3.5,1741,Royal Lepage Benchmark
1703 11 Ave SW #23,205000,CA  AB T3C 0N5,Sunalta,2,1,783,Greater Property Group
2140 17A St SW #101,159000,CA  AB T2T 4R8,Bankview,1,1,435,Royal Lepage Solutions
181 Skyview Ranch Manor NE #4416,312900,CA  AB T3N 0V2,Skyview Ranch,2,1,900,RE/MAX House Of Real Estate
1025 5 Ave SW #611,349800,CA  AB T2P1N4,Downtown West End,1,1,578,Sotheby's International Realty Canada
1316 Norfolk Dr NW,769800,CA  AB T2K 5P6,North Haven Upper,5,3,1806,Premiere Realty Direct
413 18 Ave NW,998888,CA  AB T2M 0T5,Mount Pleasant,4,3.5,2005,RE/MAX Real Estate (Central)
1111 15 Ave SW #204,264900,CA  AB T2R 0S8,Beltline,2,1,788,Exp Realty
19 Sunhaven Way SE,649999,CA  AB T2X 2N7,Sundance,5,3.5,1779,Coldwell Banker Mountain Central
2805 39 St SW,659900,CA  AB T3E 3G8,Glenbrook,4,3.5,1882,Listed by Troy Weber
1427 25A St SW,1150000,CA  AB T3C 1J8,Shaganappi,4,3.5,2116,Plintz Real Estate
157 Signature Way SW,1598000,CA  AB T3H 2Y1,Signal Hill,6,4,3379,Homecare Realty Ltd.
1053 10 St SW #816,314900,CA  AB T2R 1S6,Beltline,2,2,777,First Place Realty
3620 8 Ave NW,1975000,CA  AB T2N 1E1,Parkdale,4,3.5,3470,RE/MAX Complete Realty
75 New Brighton Dr SE,729900,CA  AB T2Z 4W5,New Brighton,3,3.5,2047,RE/MAX House Of Real Estate
16 Auburn Bay Link SE #301,375000,CA  AB T3M 1Z6,Auburn Bay,2,2,952,Royal Lepage Benchmark
1719 9A St SW #445,310000,CA  AB T2T6S3,Lower Mount Royal,1,1,597,Cir Realty
510 6 Ave SE #310,499900,CA  AB T2G 1L7,Downtown East Village,2,2,1132,RE/MAX Real Estate (Central)
1334 12 Ave SW #706,199000,CA  AB T3C3R9,Beltline,1,1,628,D Gees Realty Inc.
68 Rosevale Dr NW,1495000,CA  AB T2K 1N5,Rosemont,5,3.5,2952,RE/MAX Real Estate (Central)
345 4 Ave NE #206,249900,CA  AB T2E 0J4,Crescent Heights,2,2,1056,RE/MAX Real Estate (Central)
643 4 Ave NE #13,379900,CA  AB T2E 0J9,Bridgeland/Riverside,2,1.5,1080,Charles
82 Joseph Marquis Crescent SW,1469000,CA  AB T3E 7S4,Garrison Green,5,3.5,2778,Sotheby's International Realty Canada
60 Masters Row SE,829900,CA  AB T3M1Y1,Mahogany,4,3.5,2215,RE/MAX Real Estate (Central)
1331 15 Ave SW #104,200000,CA  AB T3C 0X8,Beltline,1,1,496,Real Broker
82 Legacy Glen Green SE,639900,CA  AB T2X 4T2,Legacy,3,2.5,1591,RE/MAX Irealty Innovations
5010 Vanstone Rd NW,865000,CA  AB T3A 0W5,Varsity,5,3,1109,Cp Realty CA Pros
739 Alexander Crescent NW,1299900,CA  AB T2M 4B8,Rosedale,3,3,2082,RE/MAX Real Estate (Central)
182 Skyview Shores Crescent NE,725000,CA  AB T3N0C5,Skyview Ranch,3,2.5,2050,Royal Lepage Solutions
211 13 Ave SE #1806,450000,CA  AB T2G 1E1,Beltline,2,2,897,Power Properties
37 Val Gardena View SW,1168000,CA  AB T3H 5X7,Springbank Hill,4,3.5,2555,Grand Realty
236 Valley Glen Heights NW,675000,CA  AB T3B 5P9,Valley Ridge,3,2.5,2023,RE/MAX Real Estate (Mountain View)
528 7 Ave NW,769900,CA  AB T2N 0Y9,Sunnyside,3,3.5,1437,RE/MAX Real Estate (Central)
32 Hunterquay Place NW,665000,CA  AB T2K 4T7,Huntington Hills,3,3,1326,Cp Realty CA Pros
277 Harvest Hills Way NE,830000,CA  AB T3K 2L9,Harvest Hills,3,2.5,2411,Exp Realty
1605 17 St SE #227,295000,CA  AB T2G 2L7,Inglewood,1,1,490,Listed by Justin Havre
49 25 Ave SW,529000,CA  AB T2Z 0R9,Erlton,4,2,748,RE/MAX Real Estate (Central)
2220 33 St SW,899900,CA  AB T3E 2T1,Killarney/Glengarry,4,3.5,1755,Prep Realty
534 20 Ave SW #302,189900,CA  AB T2S 0E8,Cliff Bungalow,1,1,695,First Place Realty
788 12 Ave SW #103,439900,CA  AB T2R 0H1,Beltline,2,2,1097,First Place Realty
302 Skyview Ranch Dr NE #2420,319900,CA  AB T3N 0P5,Skyview Ranch,2,2,823,Maxwell Capital Realty
47 Herron Rise NE,749900,CA  AB T3P 1X9,Livingston,4,2.5,2227,Greater Property Group
115 Herron St NE,659900,CA  AB T3P 1Y9,Livingston,3,2.5,1713,Bode Platform Inc.
3115 Fifth St NW,974900,CA  AB T2M 3E1,Mount Pleasant,4,3.5,1868,Greater Property Group
1540 17 Ave SW #412,365000,CA  AB T2T 0C8,Sunalta,1,2,902,Royal Lepage Benchmark
411 68 St NE,524888,CA  AB T2A 5J6,Marlborough Park,3,1.5,1122,Urban-Realty.Ca
450 Sage Valley Dr NW #2211,344500,CA  AB T3R 0V5,Sage Hill,2,2,885,Real Broker
27 Sherwood Park NW,875000,CA  AB T3R 0R8,Sherwood,6,4.5,2359,Power Properties
8615 33 Ave NW,1200000,CA  AB T3B 1M2,Bowness,4,2.5,2768,RE/MAX Real Estate (Central)
12 Sage Hill Terrace NW #104,249900,CA  AB T3R0W6,Sage Hill,1,1,596,Nineteen 88 Real Estate
318 21 Ave SW,624900,CA  AB T2S 0G8,Mission,1,2,1536,RE/MAX Landan Real Estate
130 Panatella St NW #2309,279777,CA  AB T3K 0Y6,Panorama Hills,2,1,711,RE/MAX Complete Realty
473 Skyview Ranch Way NE,743900,CA  AB T3N 0E7,Skyview Ranch,4,2.5,2345,Prep Realty
1632 12 Ave SW,759000,CA  AB T3C 0R2,Sunalta,4,4.5,1638,Cir Realty
380 Bermuda Dr NW #34,359900,CA  AB T3K 2B2,Beddington Heights,3,1.5,1018,Cir Realty
1421 7Th Ave NW #135,189900,CA  AB T2N0Z3,West Hillhurst,1,1,577,Maxwell Capital Realty
141 Sienna Park Green SW,595000,CA  AB T3H 3N7,Sienna Park Green Village,3,3,1185,Homes For All Realty
325 3 St SE #311,329900,CA  AB T2G 0T9,Downtown East Village,2,2,1042,RE/MAX Realty Professionals
712 Centre A St NW,1200000,CA  AB T2M 2R3,Crescent Heights,4,3.5,2266,Century 21 Bamber Realty Ltd.
147 Coral Shores Landing NE,1098000,CA  AB T3J3J7,Coral Springs,7,3.5,2767,Cir Realty
42 Seton Common SE,1090000,CA  AB T3M2L3,Seton,6,4.5,2645,Cir Realty
317 Skyview Ranch Way NE,594900,CA  AB T3N 0A9,Skyview Ranch,3,2.5,1546,RE/MAX Real Estate (Central)
50 Malibou Rd SW,715000,CA  AB T2V 1W8,Meadowlark Park,4,1.5,1100,RE/MAX Realty Professionals
510 14 Ave,940000,CA  AB T2E 1E7,Renfrew,4,2.5,1932,RE/MAX Irealty Innovations
60 Royal Oak Plaza NW #134,318000,CA  AB T3G0C6,Royal Oak,2,2,871,RE/MAX Real Estate (Central)
138 18 Ave SE #312,265000,CA  AB T2G 5P9,Mission,1,1,622,Cir Realty
25 Auburn Meadows Ave SE #225,380000,CA  AB T3M 2L3,Auburn Bay,2,2,869,Prep Realty
304 Cranberry Park SE #310,265000,CA  AB T3M 1W2,Cranston,2,1,581,RE/MAX Landan Real Estate
25 Auburn Meadows Ave SE #218,380000,CA  AB T3M 2L3,Auburn Bay,2,2,869,Prep Realty
720 13 Ave SW #2310,699900,CA  AB T2R 1M5,Beltline,2,2,2107,RE/MAX Real Estate (Central)
2114 17 St SW #104,202750,CA  AB T2T 4M4,Bankview,2,1,873,Cir Realty
431 1 Ave NE #109,179000,CA  AB T3A 0X9,Crescent Heights,1,1,503,Western Gold Real Estate
8228 5 St SW,619000,CA  AB T2V 1C5,Kingsland,3,1.5,1004,Exp Realty
3716 15A St SW #5,520000,CA  AB T2T 4C3,Altadore,2,2.5,1372,Real Broker
14 Hidden Circle NW,659900,CA  AB T3A5G6,Hidden Valley,4,3.5,1755,Premiere Realty Direct
6919 Elbow Dr SW #124,229900,CA  AB T2V 0E6,Kelvin Grove,3,1,1115,Datong Property Management Ltd.
3830 Brentwood Rd NW #1210,288800,CA  AB T2L 2J9,Brentwood,1,1,428,Century 21 Bravo Realty
649 Skyview Ranch Grove NE,454900,CA  AB T3N 0R7,Skyview Ranch,3,2.5,1431,Cir Realty
304 Sovereign Common SW,833049,CA  AB T3C 3Y3,Shaganappi,3,2.5,1689,Charles
132 Maplecourt Crescent,675600,CA  AB T2J 1W1,Maple Ridge,3,2.5,1133,Pg Direct Realty Ltd.
10407 Maplemont Rd SE,679900,CA  AB T2J 1W3,Maple Ridge,3,3,1356,Royal Lepage Solutions
1940 50 Ave SW,849999,CA  AB T2T2W2,Altadore,3,2,1458,RE/MAX House Of Real Estate
1508 Robson Crescent SE,499000,CA  AB T2A 1Y7,Albert Park/Radisson Heights,4,2,957,Century 21 Bamber Realty Ltd.
242 Walcrest View SE,799900,CA  AB T2X 4M1,Walden,3,2.5,2081,Royal Lepage Benchmark
43 Red Embers Lane,669999,CA  AB T3N 0R2,Redstone,4,3.5,1581,Confident Realty Inc
82 Panton View NW,1200000,CA  AB T3K 0X8,Panorama Hills,4,2.5,2650,Exp Realty
110 Aspen Stone Grove SW,1150000,CA  AB T3H0H4,Aspen Woods,4,3.5,2430,Century 21 Bravo Realty
1540 Sherwood Blvd NW #1107,299900,CA  AB T3P 1P9,Sherwood,2,2,791,Cir Realty
108 9 Ave SW #1706,669999,CA  AB T2P 3H9,Downtown Commercial Core,1,1.5,947,Century 21 Powerrealty.Ca
206 Skyview Ranch Circle NE,429000,CA  AB T3N 1Y8,Skyview Ranch,2,2.5,950,RE/MAX Real Estate (Central)
626 14 Ave SW #1104,324900,CA  AB T2R 0X4,Beltline,1,1,537,Real Broker
228 26 Ave SW #402,899900,CA  AB T2S 3C6,Mission,1,1.5,1232,RE/MAX Realty Professionals
9 Sherview Point NW,849900,CA  AB T3R 0Y6,Sherwood,4,3.5,2088,Urban-Realty.Ca
4740 Dalton Dr NW #102,299999,CA  AB T3A 2H4,Dalton Square,2,1,827,Diamond Realty & Associates Ltd.
910 5 Ave SW #903,425000,CA  AB T2P 0C3,Downtown Commercial Core,2,2,951,RE/MAX House Of Real Estate
123 4 Street #302,399900,CA  AB T2E 8K3,Crescent Heights,2,1,540,Cir Realty
164 Nolanhurst Crescent NW,770000,CA  AB T3R 0Z4,Nolan Hill,5,3.5,2040,Century 21 Bamber Realty Ltd.
1826 18A St SW,1300000,CA  AB T2T 4V9,Bankview,4,3.5,2562,Cir Realty
1078 6 Ave SW #1301,465000,CA  AB T2P 5N6,Downtown West End,2,2,1205,Avenue Home Realty Inc.
113 Amblehurst Green NW,875000,CA  AB T3P 1W8,Ambleton,5,3,2411,Exp Realty
1120 Panorama Hills Dr NW,789999,CA  AB T3K 5V2,Panorama Hills,7,3.5,2178,Cir Realty
